example,split,action_x,action_y,edge_count_before,edge_count_after,births,deaths
363,combined_extreme_stress,13.5482,6.5025,0.0,0.0,0.0,0.0
364,distractor_contact,18.3681,-0.2624,0.0,0.0,0.0,0.0
365,combined_extreme_stress,11.5726,-5.2496,0.0,0.0,0.0,0.0
366,fixture_near_wall_jam,8.9348,10.0056,0.0,0.0,0.0,0.0
367,nominal_push_to_pocket,24.8845,-0.1113,0.0,0.0,0.0,0.0
368,friction_mass_shift,-0.5869,-8.7820,0.0,0.0,0.0,0.0
369,combined_extreme_stress,4.5487,-1.7709,0.0,0.0,0.0,0.0
370,nominal_push_to_pocket,3.3722,-2.0595,0.0,0.0,0.0,0.0
371,actuator_limit_chain,0.7286,-6.9973,1.0,1.0,0.0,0.0
372,pocket_relocation,12.0441,4.9488,0.0,0.0,0.0,0.0
373,fixture_near_wall_jam,11.7553,4.8579,0.0,0.0,0.0,0.0
374,delayed_topology_transition,12.0612,-8.3355,0.0,0.0,0.0,0.0
375,combined_stress,16.4769,-2.4462,0.0,0.0,0.0,0.0
376,contact_sensor_noise_burst,18.3905,-2.4350,0.0,0.0,0.0,0.0
377,pocket_relocation,13.6808,-5.5139,0.0,0.0,0.0,0.0
378,combined_stress,17.6605,-4.1214,0.0,0.0,0.0,0.0
379,combined_stress,24.6979,1.0096,0.0,1.0,1.0,0.0
380,delayed_topology_transition,9.4969,7.5749,0.0,0.0,0.0,0.0
381,combined_extreme_stress,14.7427,-1.9150,0.0,0.0,0.0,0.0
382,friction_mass_shift,10.3870,-3.2896,0.0,0.0,0.0,0.0
383,contact_sensor_noise_burst,0.2501,-7.7423,0.0,0.0,0.0,0.0
384,contact_chain_transfer,16.3055,-1.0422,0.0,0.0,0.0,0.0
385,combined_stress,13.2781,-3.7900,0.0,0.0,0.0,0.0
386,distractor_contact,2.2313,-7.0498,0.0,0.0,0.0,0.0
387,nominal_push_to_pocket,0.2045,13.0335,0.0,0.0,0.0,0.0
388,friction_mass_shift,7.9979,1.8369,0.0,0.0,0.0,0.0
389,contact_sensor_noise_burst,15.2875,6.8139,0.0,0.0,0.0,0.0
390,distractor_contact,0.1051,7.0615,0.0,1.0,1.0,0.0
391,combined_extreme_stress,16.7863,0.1290,0.0,0.0,0.0,0.0
392,delayed_topology_transition,10.1233,-8.1720,0.0,0.0,0.0,0.0
393,combined_extreme_stress,6.4544,-0.6547,0.0,0.0,0.0,0.0
394,actuator_limit_chain,2.6977,7.3909,0.0,0.0,0.0,0.0
395,combined_extreme_stress,3.9891,-10.9837,0.0,0.0,0.0,0.0
396,nominal_push_to_pocket,21.3810,-1.3226,0.0,0.0,0.0,0.0
397,fixture_topology_shift,18.1127,-6.5250,0.0,0.0,0.0,0.0
398,combined_extreme_stress,12.0110,9.5853,0.0,0.0,0.0,0.0
399,contact_sensor_noise_burst,13.8331,4.8539,0.0,0.0,0.0,0.0
400,contact_chain_transfer,21.0158,1.0385,0.0,0.0,0.0,0.0
401,combined_extreme_stress,7.7520,3.3190,0.0,0.0,0.0,0.0
402,distractor_contact,1.0144,9.1506,0.0,0.0,0.0,0.0
403,friction_mass_shift,1.3809,-13.6496,0.0,0.0,0.0,0.0
404,fixture_near_wall_jam,9.9576,11.1720,0.0,0.0,0.0,0.0
405,combined_extreme_stress,4.1323,-7.5769,0.0,0.0,0.0,0.0
406,friction_mass_shift,6.3185,2.3309,0.0,0.0,0.0,0.0
407,pocket_relocation,5.6832,6.4714,0.0,0.0,0.0,0.0
408,distractor_contact,3.8532,4.2142,1.0,1.0,0.0,0.0
409,nominal_push_to_pocket,2.7408,-9.6067,0.0,0.0,0.0,0.0
410,friction_mass_shift,5.7898,-0.2642,0.0,0.0,0.0,0.0
411,pocket_relocation,17.7732,2.1148,0.0,0.0,0.0,0.0
412,fixture_near_wall_jam,15.5194,-1.1028,0.0,0.0,0.0,0.0
413,actuator_limit_chain,13.7812,-4.7652,0.0,0.0,0.0,0.0
414,fixture_near_wall_jam,-2.3689,-10.9678,0.0,0.0,0.0,0.0
415,contact_chain_transfer,8.1942,-8.6540,0.0,0.0,0.0,0.0
416,distractor_contact,23.3335,-2.5710,0.0,0.0,0.0,0.0
417,pocket_relocation,10.0245,-5.2307,0.0,0.0,0.0,0.0
418,pocket_relocation,10.8922,6.7259,1.0,0.0,0.0,1.0
419,combined_stress,-0.5394,10.1821,0.0,0.0,0.0,0.0
420,combined_stress,7.2763,8.8959,0.0,0.0,0.0,0.0
421,combined_extreme_stress,19.7912,-2.3635,0.0,0.0,0.0,0.0
422,fixture_near_wall_jam,10.1886,11.1551,0.0,0.0,0.0,0.0
423,fixture_near_wall_jam,4.9949,-1.3836,0.0,0.0,0.0,0.0
424,combined_extreme_stress,15.1881,7.7597,1.0,1.0,0.0,0.0
425,fixture_near_wall_jam,12.2853,4.4100,0.0,0.0,0.0,0.0
426,combined_stress,6.7665,0.2416,0.0,0.0,0.0,0.0
427,combined_stress,13.4729,-4.1826,0.0,0.0,0.0,0.0
428,distractor_contact,20.3229,0.1496,0.0,0.0,0.0,0.0
429,contact_sensor_noise_burst,7.3979,-0.8969,0.0,0.0,0.0,0.0
430,contact_sensor_noise_burst,0.4347,-8.3330,1.0,0.0,0.0,1.0
431,combined_stress,6.7334,-0.5091,0.0,0.0,0.0,0.0
432,fixture_topology_shift,3.8299,2.5403,1.0,1.0,0.0,0.0
433,fixture_topology_shift,6.3073,11.2667,0.0,0.0,0.0,0.0
434,actuator_limit_chain,19.5929,-3.8291,0.0,0.0,0.0,0.0
435,contact_chain_transfer,26.0504,-1.5707,0.0,0.0,0.0,0.0
436,delayed_topology_transition,4.7588,11.8566,0.0,0.0,0.0,0.0
437,pocket_relocation,10.1565,-8.0133,0.0,1.0,1.0,0.0
438,contact_chain_transfer,18.4900,-3.4212,0.0,0.0,0.0,0.0
439,nominal_push_to_pocket,-3.1100,7.0885,0.0,0.0,0.0,0.0
440,contact_chain_transfer,14.0583,-8.0035,0.0,0.0,0.0,0.0
441,pocket_relocation,0.6346,6.4929,0.0,0.0,0.0,0.0
442,fixture_near_wall_jam,3.7086,-11.6993,0.0,0.0,0.0,0.0
443,pocket_relocation,11.4917,3.7108,0.0,0.0,0.0,0.0
444,nominal_push_to_pocket,10.0468,-12.4586,0.0,0.0,0.0,0.0
445,contact_sensor_noise_burst,-0.9715,-11.6064,1.0,1.0,0.0,0.0
446,fixture_topology_shift,16.7393,5.0167,0.0,0.0,0.0,0.0
447,distractor_contact,15.6506,0.2313,1.0,1.0,0.0,0.0
448,friction_mass_shift,3.9806,2.2698,0.0,0.0,0.0,0.0
449,contact_sensor_noise_burst,9.5628,-8.8348,0.0,0.0,0.0,0.0
450,friction_mass_shift,16.6835,-0.6793,0.0,0.0,0.0,0.0
451,delayed_topology_transition,5.0349,-0.9748,0.0,0.0,0.0,0.0
452,friction_mass_shift,4.7282,-6.5899,0.0,0.0,0.0,0.0
453,combined_stress,11.7945,-8.1644,0.0,0.0,0.0,0.0
454,fixture_near_wall_jam,13.1982,-2.6639,0.0,0.0,0.0,0.0
455,contact_sensor_noise_burst,-2.2662,10.5429,0.0,0.0,0.0,0.0
456,combined_stress,7.4201,-9.1508,0.0,0.0,0.0,0.0
457,fixture_topology_shift,7.3152,-9.3911,0.0,0.0,0.0,0.0
458,actuator_limit_chain,1.4809,-8.3413,0.0,0.0,0.0,0.0
459,distractor_contact,6.1049,7.5031,0.0,0.0,0.0,0.0
460,nominal_push_to_pocket,10.3648,9.6921,1.0,1.0,0.0,0.0
461,contact_sensor_noise_burst,2.9306,7.8655,0.0,0.0,0.0,0.0
462,actuator_limit_chain,8.4999,-8.5734,1.0,1.0,0.0,0.0
463,friction_mass_shift,23.9376,-0.2966,0.0,0.0,0.0,0.0
464,fixture_topology_shift,9.1983,7.4333,0.0,0.0,0.0,0.0
465,contact_sensor_noise_burst,3.1821,-0.6544,1.0,0.0,0.0,1.0
466,contact_chain_transfer,7.7479,6.4671,0.0,0.0,0.0,0.0
467,actuator_limit_chain,22.4130,0.7499,0.0,0.0,0.0,0.0
468,combined_extreme_stress,22.5377,-1.1537,0.0,0.0,0.0,0.0
469,contact_sensor_noise_burst,8.4702,-9.1117,0.0,0.0,0.0,0.0
470,combined_extreme_stress,20.1966,0.8954,0.0,0.0,0.0,0.0
471,delayed_topology_transition,2.2369,-13.0338,0.0,0.0,0.0,0.0
472,fixture_topology_shift,15.0976,-5.1582,0.0,0.0,0.0,0.0
473,combined_stress,13.0812,5.5324,0.0,0.0,0.0,0.0
474,fixture_topology_shift,-1.4059,8.0751,0.0,0.0,0.0,0.0
475,nominal_push_to_pocket,10.8837,-4.6828,0.0,0.0,0.0,0.0
476,pocket_relocation,25.1310,-0.9324,0.0,1.0,1.0,0.0
477,fixture_topology_shift,5.2049,4.6267,0.0,0.0,0.0,0.0
478,pocket_relocation,11.5609,-9.9977,0.0,0.0,0.0,0.0
479,nominal_push_to_pocket,16.6728,6.8367,0.0,0.0,0.0,0.0
480,delayed_topology_transition,9.7005,-11.3253,0.0,0.0,0.0,0.0
481,actuator_limit_chain,19.4756,2.9828,1.0,1.0,0.0,0.0
482,distractor_contact,11.7457,-4.0767,0.0,0.0,0.0,0.0
483,friction_mass_shift,3.0974,-6.2331,0.0,0.0,0.0,0.0
484,pocket_relocation,24.2119,0.7103,0.0,0.0,0.0,0.0
485,contact_sensor_noise_burst,10.6563,-1.4834,0.0,0.0,0.0,0.0
486,delayed_topology_transition,1.4331,9.5925,0.0,0.0,0.0,0.0
487,friction_mass_shift,12.0491,4.9410,0.0,0.0,0.0,0.0
488,fixture_near_wall_jam,14.2741,11.5358,0.0,0.0,0.0,0.0
489,contact_chain_transfer,1.8545,-10.5766,0.0,0.0,0.0,0.0
490,contact_sensor_noise_burst,11.3072,4.6321,0.0,0.0,0.0,0.0
491,actuator_limit_chain,11.8378,-6.5344,0.0,0.0,0.0,0.0
492,friction_mass_shift,18.7235,-0.2894,0.0,0.0,0.0,0.0
493,fixture_near_wall_jam,9.6386,7.2180,0.0,0.0,0.0,0.0
494,friction_mass_shift,7.5134,1.5486,0.0,0.0,0.0,0.0
495,friction_mass_shift,7.3208,-2.2585,0.0,0.0,0.0,0.0
496,contact_sensor_noise_burst,9.2613,-6.8996,0.0,0.0,0.0,0.0
497,nominal_push_to_pocket,9.2528,-9.3092,0.0,0.0,0.0,0.0
498,distractor_contact,-0.4996,-9.8141,0.0,0.0,0.0,0.0
499,distractor_contact,14.5012,2.6759,0.0,0.0,0.0,0.0
500,contact_chain_transfer,9.1324,-12.5311,0.0,0.0,0.0,0.0
501,fixture_topology_shift,13.4450,5.0273,0.0,0.0,0.0,0.0
502,actuator_limit_chain,17.2131,-7.5930,1.0,1.0,0.0,0.0
503,nominal_push_to_pocket,7.0690,-1.3242,0.0,0.0,0.0,0.0
504,combined_stress,11.3781,5.1818,0.0,0.0,0.0,0.0
505,delayed_topology_transition,-0.9127,-5.7470,0.0,0.0,0.0,0.0
506,contact_sensor_noise_burst,25.2445,-0.5432,1.0,2.0,1.0,0.0
507,fixture_near_wall_jam,11.2305,-13.7296,0.0,0.0,0.0,0.0
508,friction_mass_shift,15.9437,1.0009,1.0,1.0,0.0,0.0
509,contact_sensor_noise_burst,13.7362,-5.6669,0.0,0.0,0.0,0.0
510,friction_mass_shift,-1.0759,-10.6259,0.0,0.0,0.0,0.0
511,delayed_topology_transition,16.9923,6.6932,0.0,0.0,0.0,0.0
512,delayed_topology_transition,23.1516,0.6849,0.0,0.0,0.0,0.0
513,distractor_contact,17.7140,-0.8338,0.0,1.0,1.0,0.0
514,distractor_contact,1.0669,8.0027,0.0,0.0,0.0,0.0
515,delayed_topology_transition,22.2110,-2.1946,0.0,0.0,0.0,0.0
516,actuator_limit_chain,24.9411,-4.8154,0.0,0.0,0.0,0.0
517,fixture_topology_shift,4.7214,1.5610,0.0,0.0,0.0,0.0
518,actuator_limit_chain,12.6168,-8.9093,0.0,0.0,0.0,0.0
519,nominal_push_to_pocket,11.1163,-12.1837,0.0,0.0,0.0,0.0
520,fixture_near_wall_jam,19.6120,0.7913,0.0,0.0,0.0,0.0
521,pocket_relocation,-2.0568,9.2145,0.0,0.0,0.0,0.0
522,nominal_push_to_pocket,12.6994,-6.5568,0.0,0.0,0.0,0.0
523,combined_stress,11.3671,2.5158,0.0,0.0,0.0,0.0
524,actuator_limit_chain,8.7711,10.1131,0.0,0.0,0.0,0.0
525,pocket_relocation,18.0813,-1.1889,0.0,0.0,0.0,0.0
526,pocket_relocation,1.3117,4.1375,0.0,0.0,0.0,0.0
527,combined_stress,-3.3087,-6.9419,0.0,0.0,0.0,0.0
528,combined_extreme_stress,19.0668,3.0386,0.0,0.0,0.0,0.0
529,distractor_contact,-1.0913,-6.8773,1.0,1.0,0.0,0.0
530,delayed_topology_transition,10.9019,-11.1182,0.0,0.0,0.0,0.0
531,contact_sensor_noise_burst,13.8603,7.6185,0.0,0.0,0.0,0.0
532,friction_mass_shift,20.1869,-1.0273,0.0,0.0,0.0,0.0
533,fixture_near_wall_jam,3.4725,9.1911,0.0,0.0,0.0,0.0
534,distractor_contact,22.8663,2.0686,0.0,0.0,0.0,0.0
535,distractor_contact,1.0164,8.3999,0.0,0.0,0.0,0.0
536,contact_chain_transfer,6.3632,0.6691,0.0,0.0,0.0,0.0
537,combined_stress,1.4442,-9.7467,1.0,1.0,0.0,0.0
538,pocket_relocation,-0.3735,11.7498,0.0,0.0,0.0,0.0
539,combined_extreme_stress,7.9085,-10.4728,0.0,0.0,0.0,0.0
540,fixture_topology_shift,6.6890,-1.6304,0.0,0.0,0.0,0.0
541,fixture_topology_shift,13.7137,-9.9848,0.0,0.0,0.0,0.0
542,delayed_topology_transition,16.5787,-1.9838,0.0,0.0,0.0,0.0
543,combined_stress,24.7569,2.8021,0.0,1.0,1.0,0.0
544,combined_stress,8.1707,1.2969,0.0,0.0,0.0,0.0
545,friction_mass_shift,10.7143,4.6025,1.0,1.0,0.0,0.0
546,combined_stress,11.4330,7.6021,0.0,0.0,0.0,0.0
547,friction_mass_shift,16.6939,-6.7656,0.0,0.0,0.0,0.0
548,delayed_topology_transition,22.1151,-0.0103,0.0,0.0,0.0,0.0
549,friction_mass_shift,7.6890,10.8521,0.0,0.0,0.0,0.0
550,combined_extreme_stress,-0.4013,10.9704,0.0,0.0,0.0,0.0
551,distractor_contact,6.1042,0.2316,0.0,0.0,0.0,0.0
552,pocket_relocation,12.2029,-6.6273,1.0,1.0,0.0,0.0
553,contact_sensor_noise_burst,9.0503,8.6481,0.0,0.0,0.0,0.0
554,delayed_topology_transition,23.3182,2.2035,0.0,0.0,0.0,0.0
555,contact_chain_transfer,4.5276,0.0105,0.0,0.0,0.0,0.0
556,friction_mass_shift,6.2074,-1.3426,0.0,0.0,0.0,0.0
557,distractor_contact,23.8548,0.2249,1.0,1.0,0.0,0.0
558,nominal_push_to_pocket,8.3272,9.5748,0.0,0.0,0.0,0.0
559,nominal_push_to_pocket,12.7203,-11.1841,0.0,0.0,0.0,0.0
560,nominal_push_to_pocket,21.9444,0.2568,0.0,1.0,1.0,0.0
561,fixture_near_wall_jam,-4.7370,-7.1086,0.0,0.0,0.0,0.0
562,fixture_topology_shift,17.9013,-2.0771,0.0,0.0,0.0,0.0
563,combined_extreme_stress,16.3590,-6.4770,0.0,0.0,0.0,0.0
564,friction_mass_shift,11.8238,-7.1893,0.0,0.0,0.0,0.0
565,delayed_topology_transition,2.3433,4.2329,0.0,0.0,0.0,0.0
566,contact_sensor_noise_burst,16.8819,-0.6108,0.0,0.0,0.0,0.0
567,fixture_topology_shift,17.1241,7.5708,0.0,0.0,0.0,0.0
568,fixture_topology_shift,8.9813,10.4890,0.0,0.0,0.0,0.0
569,combined_extreme_stress,15.3282,-6.7035,0.0,0.0,0.0,0.0
570,pocket_relocation,12.3524,7.3003,0.0,0.0,0.0,0.0
571,friction_mass_shift,-2.3629,7.7111,0.0,0.0,0.0,0.0
572,contact_chain_transfer,9.5725,-0.0070,0.0,0.0,0.0,0.0
573,nominal_push_to_pocket,9.1038,-9.6380,0.0,0.0,0.0,0.0
574,fixture_topology_shift,12.9192,8.8204,0.0,0.0,0.0,0.0
575,delayed_topology_transition,14.2698,7.5071,0.0,0.0,0.0,0.0
576,distractor_contact,-1.6650,7.4958,0.0,0.0,0.0,0.0
577,delayed_topology_transition,3.2477,2.4273,1.0,1.0,0.0,0.0
578,combined_extreme_stress,7.5396,5.8168,0.0,0.0,0.0,0.0
579,pocket_relocation,15.6294,-6.7171,0.0,0.0,0.0,0.0
580,combined_extreme_stress,5.9402,-10.4151,0.0,0.0,0.0,0.0
581,combined_extreme_stress,1.1176,9.3960,0.0,0.0,0.0,0.0
582,fixture_topology_shift,23.2631,1.1321,0.0,0.0,0.0,0.0
583,combined_stress,18.8664,-0.5096,0.0,0.0,0.0,0.0
584,fixture_topology_shift,14.9324,3.8763,0.0,0.0,0.0,0.0
585,friction_mass_shift,11.9985,-9.0488,0.0,0.0,0.0,0.0
586,friction_mass_shift,24.2510,0.8789,0.0,0.0,0.0,0.0
587,contact_sensor_noise_burst,14.6334,6.1990,0.0,0.0,0.0,0.0
588,pocket_relocation,9.3455,-11.1733,0.0,0.0,0.0,0.0
589,contact_sensor_noise_burst,3.8493,-1.6258,0.0,0.0,0.0,0.0
590,contact_sensor_noise_burst,7.2334,12.0064,0.0,0.0,0.0,0.0
591,actuator_limit_chain,-1.5528,-4.0545,0.0,0.0,0.0,0.0
592,combined_stress,6.3553,-7.8714,0.0,0.0,0.0,0.0
593,combined_extreme_stress,-1.1157,7.0886,0.0,0.0,0.0,0.0
594,delayed_topology_transition,13.7164,6.5932,0.0,0.0,0.0,0.0
595,pocket_relocation,2.9526,9.0904,0.0,0.0,0.0,0.0
596,friction_mass_shift,15.1196,4.8054,0.0,0.0,0.0,0.0
597,actuator_limit_chain,15.0476,-7.5973,0.0,0.0,0.0,0.0
598,contact_chain_transfer,8.2533,10.2113,0.0,0.0,0.0,0.0
599,pocket_relocation,20.0009,0.9587,0.0,0.0,0.0,0.0
600,combined_stress,17.0717,6.6649,0.0,0.0,0.0,0.0
601,pocket_relocation,9.8777,2.9835,0.0,0.0,0.0,0.0
602,friction_mass_shift,-0.8018,-8.5372,0.0,0.0,0.0,0.0
603,actuator_limit_chain,8.6308,-10.7324,0.0,0.0,0.0,0.0
604,distractor_contact,15.4644,-7.4706,0.0,0.0,0.0,0.0
605,actuator_limit_chain,14.6589,-5.5864,1.0,1.0,0.0,0.0
606,delayed_topology_transition,15.7249,4.3946,0.0,0.0,0.0,0.0
607,contact_sensor_noise_burst,0.2786,10.4999,0.0,0.0,0.0,0.0
608,actuator_limit_chain,8.9288,2.1993,0.0,0.0,0.0,0.0
609,delayed_topology_transition,18.1585,2.5059,0.0,0.0,0.0,0.0
610,fixture_topology_shift,6.6956,1.4845,0.0,0.0,0.0,0.0
611,fixture_near_wall_jam,15.4694,-6.1679,0.0,0.0,0.0,0.0
612,actuator_limit_chain,23.4958,-1.3288,1.0,0.0,0.0,1.0
613,combined_extreme_stress,10.2820,7.5157,0.0,0.0,0.0,0.0
614,actuator_limit_chain,6.1818,-1.5447,0.0,0.0,0.0,0.0
615,combined_extreme_stress,8.6604,4.1676,0.0,0.0,0.0,0.0
616,nominal_push_to_pocket,24.5502,0.8165,0.0,0.0,0.0,0.0
617,combined_extreme_stress,13.9909,-4.7297,0.0,1.0,1.0,0.0
618,delayed_topology_transition,7.1594,-0.8213,0.0,0.0,0.0,0.0
619,nominal_push_to_pocket,7.1568,2.5527,0.0,0.0,0.0,0.0
620,combined_stress,-3.5698,-9.7883,0.0,0.0,0.0,0.0
621,actuator_limit_chain,-0.6690,-9.9454,0.0,0.0,0.0,0.0
622,distractor_contact,18.4066,-1.6076,0.0,0.0,0.0,0.0
623,actuator_limit_chain,8.3038,11.0732,0.0,0.0,0.0,0.0
624,distractor_contact,2.6641,-2.8936,0.0,0.0,0.0,0.0
625,delayed_topology_transition,12.9554,-9.3134,0.0,0.0,0.0,0.0
626,delayed_topology_transition,4.9782,-0.5336,0.0,0.0,0.0,0.0
627,fixture_near_wall_jam,15.1704,5.5750,0.0,0.0,0.0,0.0
628,pocket_relocation,12.8989,-6.7670,0.0,0.0,0.0,0.0
629,nominal_push_to_pocket,-2.9225,-12.8970,0.0,0.0,0.0,0.0
630,distractor_contact,0.5820,-11.3742,1.0,1.0,0.0,0.0
631,friction_mass_shift,8.6957,-0.9009,0.0,0.0,0.0,0.0
632,friction_mass_shift,18.7736,3.8461,0.0,0.0,0.0,0.0
633,distractor_contact,8.4279,13.8177,0.0,0.0,0.0,0.0
634,distractor_contact,8.5093,-0.5318,0.0,0.0,0.0,0.0
635,delayed_topology_transition,14.1509,-2.7557,0.0,0.0,0.0,0.0
636,fixture_near_wall_jam,20.6693,-2.2723,0.0,0.0,0.0,0.0
637,pocket_relocation,7.2263,1.7732,1.0,0.0,0.0,1.0
638,nominal_push_to_pocket,11.4332,-12.3325,0.0,0.0,0.0,0.0
639,nominal_push_to_pocket,20.7776,3.5342,0.0,0.0,0.0,0.0
640,combined_extreme_stress,14.9751,-6.4171,0.0,0.0,0.0,0.0
641,friction_mass_shift,7.2740,2.3010,0.0,0.0,0.0,0.0
642,fixture_near_wall_jam,4.1624,10.1643,0.0,0.0,0.0,0.0
643,delayed_topology_transition,0.4666,-5.5852,0.0,0.0,0.0,0.0
644,contact_sensor_noise_burst,18.6957,-0.1374,0.0,0.0,0.0,0.0
645,contact_chain_transfer,25.6724,-1.0815,0.0,1.0,1.0,0.0
646,actuator_limit_chain,20.5493,-0.0170,0.0,0.0,0.0,0.0
647,delayed_topology_transition,0.5008,-9.2821,0.0,0.0,0.0,0.0
648,contact_chain_transfer,13.9634,-4.3946,0.0,0.0,0.0,0.0
649,nominal_push_to_pocket,23.6742,-0.6102,0.0,0.0,0.0,0.0
650,contact_sensor_noise_burst,20.9902,-4.6546,0.0,1.0,1.0,0.0
651,combined_extreme_stress,12.7311,-6.1249,0.0,0.0,0.0,0.0
652,contact_chain_transfer,14.8416,7.8047,0.0,0.0,0.0,0.0
653,friction_mass_shift,-1.0793,12.2809,0.0,0.0,0.0,0.0
654,friction_mass_shift,-3.0477,5.1048,0.0,0.0,0.0,0.0
655,pocket_relocation,8.9015,-13.6007,0.0,0.0,0.0,0.0
656,combined_extreme_stress,26.3358,3.0850,0.0,0.0,0.0,0.0
657,contact_chain_transfer,9.6817,-10.4323,0.0,0.0,0.0,0.0
658,friction_mass_shift,1.8617,-10.4709,0.0,0.0,0.0,0.0
659,nominal_push_to_pocket,3.9381,-11.2432,0.0,0.0,0.0,0.0
660,combined_stress,13.9578,-10.0771,0.0,0.0,0.0,0.0
661,fixture_topology_shift,11.0693,9.8684,0.0,0.0,0.0,0.0
662,fixture_topology_shift,20.2755,0.8647,0.0,0.0,0.0,0.0
663,nominal_push_to_pocket,-0.1121,-6.5010,0.0,1.0,1.0,0.0
664,combined_stress,19.4874,1.4868,0.0,0.0,0.0,0.0
665,contact_sensor_noise_burst,23.0940,-1.6951,0.0,0.0,0.0,0.0
666,pocket_relocation,6.8510,-8.4697,0.0,0.0,0.0,0.0
667,pocket_relocation,8.5540,11.2779,0.0,0.0,0.0,0.0
668,fixture_near_wall_jam,22.7353,-1.0963,1.0,1.0,0.0,0.0
669,distractor_contact,20.3174,-0.4232,0.0,0.0,0.0,0.0
670,fixture_near_wall_jam,9.4698,-5.6381,0.0,0.0,0.0,0.0
671,fixture_near_wall_jam,4.3538,-0.5737,0.0,0.0,0.0,0.0
672,fixture_topology_shift,20.9996,3.6047,0.0,0.0,0.0,0.0
673,friction_mass_shift,1.4983,-8.1084,0.0,0.0,0.0,0.0
674,nominal_push_to_pocket,11.9719,-7.8295,0.0,0.0,0.0,0.0
675,fixture_topology_shift,8.5270,10.2269,0.0,0.0,0.0,0.0
676,actuator_limit_chain,10.3946,7.0067,0.0,1.0,1.0,0.0
677,combined_extreme_stress,7.7496,-8.6200,1.0,0.0,0.0,1.0
678,nominal_push_to_pocket,12.9116,6.6920,0.0,0.0,0.0,0.0
679,friction_mass_shift,15.1750,6.8730,0.0,0.0,0.0,0.0
680,actuator_limit_chain,0.5124,-9.9890,1.0,1.0,0.0,0.0
681,fixture_topology_shift,-1.4433,-9.6595,1.0,1.0,0.0,0.0
682,contact_chain_transfer,0.4415,11.0490,0.0,0.0,0.0,0.0
683,friction_mass_shift,2.1291,-8.2564,0.0,0.0,0.0,0.0
684,actuator_limit_chain,21.2741,0.0787,0.0,0.0,0.0,0.0
685,fixture_topology_shift,25.9465,-4.1915,0.0,0.0,0.0,0.0
686,fixture_near_wall_jam,7.3115,10.8050,0.0,0.0,0.0,0.0
687,fixture_near_wall_jam,7.4372,-2.5660,0.0,0.0,0.0,0.0
688,combined_stress,17.2504,-0.5600,0.0,0.0,0.0,0.0
689,fixture_topology_shift,2.3200,10.1786,0.0,0.0,0.0,0.0
690,combined_extreme_stress,9.9300,-11.8397,0.0,0.0,0.0,0.0
691,combined_extreme_stress,13.6182,-4.0475,0.0,0.0,0.0,0.0
692,combined_extreme_stress,25.0121,1.1160,0.0,0.0,0.0,0.0
693,actuator_limit_chain,17.2880,-0.2151,0.0,0.0,0.0,0.0
694,actuator_limit_chain,24.3414,-1.9154,0.0,0.0,0.0,0.0
695,contact_chain_transfer,9.4569,9.9492,0.0,0.0,0.0,0.0
696,fixture_topology_shift,21.2552,2.4374,0.0,0.0,0.0,0.0
697,distractor_contact,18.4501,2.4847,0.0,0.0,0.0,0.0
698,actuator_limit_chain,21.9008,1.8108,0.0,0.0,0.0,0.0
699,delayed_topology_transition,11.5940,-10.0318,0.0,0.0,0.0,0.0
700,actuator_limit_chain,4.7174,-2.9275,1.0,1.0,0.0,0.0
701,contact_sensor_noise_burst,11.2223,-9.0090,0.0,0.0,0.0,0.0
702,nominal_push_to_pocket,24.6504,-2.1169,0.0,0.0,0.0,0.0
703,combined_stress,9.8185,-8.3297,0.0,0.0,0.0,0.0
704,contact_chain_transfer,-0.0956,9.5108,0.0,0.0,0.0,0.0
705,actuator_limit_chain,3.5970,-7.7931,0.0,0.0,0.0,0.0
706,fixture_near_wall_jam,12.8165,5.4890,0.0,0.0,0.0,0.0
707,combined_stress,10.7258,4.4488,0.0,0.0,0.0,0.0
708,fixture_topology_shift,15.1906,-7.4085,0.0,0.0,0.0,0.0
709,pocket_relocation,15.9234,2.8943,0.0,0.0,0.0,0.0
710,nominal_push_to_pocket,16.8615,2.6527,0.0,0.0,0.0,0.0
711,combined_extreme_stress,15.2215,4.8454,1.0,1.0,0.0,0.0
712,nominal_push_to_pocket,9.8379,8.4678,0.0,0.0,0.0,0.0
713,contact_sensor_noise_burst,14.2489,6.2373,0.0,1.0,1.0,0.0
714,fixture_near_wall_jam,10.1918,8.5982,0.0,0.0,0.0,0.0
715,fixture_topology_shift,16.7070,5.4308,1.0,1.0,0.0,0.0
716,actuator_limit_chain,16.7959,-2.9867,1.0,1.0,0.0,0.0
717,nominal_push_to_pocket,19.6899,-0.1278,0.0,0.0,0.0,0.0
718,delayed_topology_transition,17.6160,0.8346,0.0,0.0,0.0,0.0
719,actuator_limit_chain,16.7668,-1.3184,0.0,0.0,0.0,0.0
720,friction_mass_shift,25.5657,-3.7724,0.0,0.0,0.0,0.0
721,distractor_contact,15.7504,6.9106,0.0,0.0,0.0,0.0
722,pocket_relocation,23.4662,-1.0459,0.0,0.0,0.0,0.0
723,actuator_limit_chain,19.4707,-0.3160,0.0,0.0,0.0,0.0
724,friction_mass_shift,24.8478,-1.3612,0.0,1.0,1.0,0.0
725,delayed_topology_transition,-0.0388,7.1575,0.0,0.0,0.0,0.0
726,fixture_topology_shift,-2.1885,-6.8854,0.0,0.0,0.0,0.0
