method,split,seeds,episodes_per_seed,mean_success_rate,ci95_success_rate,mean_mean_edge_f1,ci95_mean_edge_f1,mean_mean_birth_f1,ci95_mean_birth_f1,mean_mean_death_f1,ci95_mean_death_f1,mean_mean_graph_edit,ci95_mean_graph_edit,mean_mean_component_accuracy,ci95_mean_component_accuracy,mean_mean_jam_f1,ci95_mean_jam_f1,mean_mean_safety_violation_rate,ci95_mean_safety_violation_rate,mean_mean_chain_contact_rate,ci95_mean_chain_contact_rate,mean_mean_pocket_contact_rate,ci95_mean_pocket_contact_rate,mean_mean_fixture_contact_rate,ci95_mean_fixture_contact_rate,mean_mean_wall_contact_rate,ci95_mean_wall_contact_rate,mean_mean_final_progress,ci95_mean_final_progress,mean_mean_final_y_error,ci95_mean_final_y_error,mean_mean_energy,ci95_mean_energy
oracle_topology_planner,contact_chain_transfer,8,6,0.12500,0.05346,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.41667,0.16333,0.00000,0.00000,0.45608,0.07374,0.41780,0.05894,0.00087,0.00111,0.00477,0.00124,0.70982,0.05599,0.08267,0.02337,31.31885,7.39203
oracle_topology_planner,contact_sensor_noise_burst,8,6,0.20833,0.08167,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.43750,0.20417,0.00000,0.00000,0.56557,0.15151,0.51199,0.15567,0.00130,0.00124,0.00217,0.00179,0.72276,0.07004,0.03183,0.02848,22.70750,7.58342
oracle_topology_planner,delayed_topology_transition,8,6,0.02083,0.04083,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.68750,0.09638,0.00000,0.00000,0.25915,0.09483,0.24192,0.08436,0.03255,0.01185,0.00391,0.00300,0.46966,0.08645,0.09109,0.01523,50.29008,7.74583
oracle_topology_planner,distractor_contact,8,6,0.12500,0.08167,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.60417,0.08593,0.00000,0.00000,0.43238,0.09017,0.39887,0.08967,0.00130,0.00124,0.00477,0.00313,0.63027,0.04611,0.08400,0.02929,27.79589,8.50952
oracle_topology_planner,fixture_near_wall_jam,8,6,0.06250,0.05978,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.87500,0.08167,0.00000,0.00000,0.13587,0.06903,0.20511,0.08927,0.01215,0.00515,0.00825,0.00444,0.41883,0.09168,0.11478,0.02004,48.47694,8.14224
oracle_topology_planner,fixture_topology_shift,8,6,0.10417,0.08593,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.70833,0.14803,0.00000,0.00000,0.33729,0.10598,0.29904,0.10524,0.00311,0.00202,0.01432,0.00489,0.56928,0.07992,0.12454,0.03601,40.29940,7.31127
oracle_topology_planner,friction_mass_shift,8,6,0.35417,0.09638,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.45833,0.14803,0.00000,0.00000,0.59575,0.09808,0.52813,0.08841,0.00148,0.00210,0.00260,0.00280,0.75888,0.04196,0.02665,0.02578,17.70796,7.11999
oracle_topology_planner,nominal_push_to_pocket,8,6,0.18750,0.09638,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.31250,0.13004,0.00000,0.00000,0.67153,0.11002,0.59705,0.10557,0.00217,0.00179,0.00087,0.00111,0.73079,0.04207,0.01769,0.01601,19.78026,6.22642
oracle_topology_planner,pocket_relocation,8,6,0.06250,0.05978,1.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.62500,0.14803,0.00000,0.00000,0.37440,0.10707,0.27691,0.09864,0.00825,0.00463,0.00998,0.00326,0.63357,0.06988,0.21570,0.01894,28.17632,7.43348
pairwise_contact_classifier,actuator_limit_chain,8,6,0.00000,0.00000,0.63351,0.03349,0.50528,0.13488,0.33607,0.09174,0.15614,0.01581,0.42491,0.10073,0.79412,0.10303,0.72222,0.07053,0.04818,0.04740,0.04123,0.04627,0.75347,0.09054,0.00955,0.00334,0.34396,0.13172,0.10003,0.03280,12.89034,1.45254
pairwise_contact_classifier,combined_extreme_stress,8,6,0.00000,0.00000,0.74984,0.04735,0.53711,0.04666,0.87863,0.05708,0.08751,0.01486,0.51085,0.06558,0.44002,0.13789,0.27604,0.08169,0.02561,0.03698,0.01997,0.03817,0.19228,0.04974,0.00955,0.00280,0.18773,0.09454,0.10728,0.02618,27.86518,4.10355
pairwise_contact_classifier,combined_stress,8,6,0.10417,0.08593,0.73828,0.05012,0.58696,0.09863,0.58590,0.12113,0.12294,0.02539,0.40716,0.09017,0.71733,0.12756,0.33681,0.07878,0.28474,0.10667,0.26235,0.09853,0.27621,0.07915,0.01172,0.00339,0.58733,0.11100,0.10258,0.01913,17.55032,2.53424
pairwise_contact_classifier,contact_chain_transfer,8,6,0.04167,0.05346,0.89246,0.02288,0.89563,0.02189,0.76670,0.10031,0.05273,0.01420,0.67717,0.08543,0.73285,0.12254,0.00000,0.00000,0.25712,0.11584,0.23698,0.10646,0.00000,0.00000,0.00651,0.00271,0.38280,0.10967,0.07645,0.02688,12.60140,2.23686
pairwise_contact_classifier,contact_sensor_noise_burst,8,6,0.37500,0.14803,0.67092,0.01697,0.49945,0.05761,0.45100,0.04392,0.17496,0.01064,0.45768,0.08658,0.41597,0.11835,0.01693,0.03318,0.62799,0.07179,0.55875,0.06632,0.02190,0.03907,0.00477,0.00179,0.75474,0.04881,0.05847,0.01115,14.48668,3.15129
pairwise_contact_classifier,delayed_topology_transition,8,6,0.00000,0.00000,0.51215,0.04027,0.18620,0.06914,0.18912,0.04671,0.22309,0.01340,0.76562,0.08166,0.18403,0.09703,0.81120,0.00220,0.02083,0.03892,0.00130,0.00255,0.88411,0.04928,0.00347,0.00257,0.09581,0.08646,0.05708,0.02992,9.14176,1.21672
pairwise_contact_classifier,distractor_contact,8,6,0.08334,0.06174,0.83803,0.06604,0.78630,0.08597,0.70300,0.11376,0.08179,0.03207,0.55874,0.13120,0.21256,0.10534,0.00000,0.00000,0.32553,0.14213,0.29365,0.12828,0.00911,0.00480,0.00174,0.00257,0.33466,0.13542,0.12622,0.04347,14.43328,3.07786
pairwise_contact_classifier,fixture_near_wall_jam,8,6,0.00000,0.00000,0.62674,0.10740,0.55187,0.11822,0.96927,0.00902,0.07992,0.02190,0.52561,0.12335,0.83333,0.08730,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01042,0.00427,0.00000,0.00000,0.03421,0.00330,46.61275,13.24444
pairwise_contact_classifier,fixture_topology_shift,8,6,0.00000,0.00000,0.78196,0.05490,0.52814,0.08607,0.88125,0.05936,0.07981,0.01623,0.57509,0.10282,0.89583,0.05978,0.32552,0.08854,0.00391,0.00238,0.00130,0.00179,0.22917,0.06059,0.00390,0.00238,0.15420,0.07790,0.06340,0.02489,26.66580,3.46086
pairwise_contact_classifier,friction_mass_shift,8,6,0.20833,0.10237,0.74731,0.02746,0.54178,0.05352,0.60165,0.04062,0.14496,0.01056,0.66528,0.05797,0.50338,0.12609,0.00000,0.00000,0.46950,0.05165,0.42273,0.04537,0.00000,0.00000,0.00781,0.00213,0.68247,0.07887,0.08764,0.02074,14.34959,3.02960
pairwise_contact_classifier,nominal_push_to_pocket,8,6,0.25000,0.06173,0.68370,0.05452,0.71546,0.08319,0.31312,0.05369,0.14921,0.01500,0.16745,0.03882,0.04778,0.04033,0.00000,0.00000,0.80098,0.06334,0.72077,0.05985,0.00087,0.00111,0.00000,0.00000,0.77187,0.03810,0.01924,0.00421,20.21757,6.32676
pairwise_contact_classifier,pocket_relocation,8,6,0.22917,0.13718,0.64330,0.06605,0.34525,0.10747,0.30522,0.08824,0.19784,0.02021,0.56540,0.07280,0.37572,0.04274,0.01693,0.03318,0.79822,0.10265,0.71079,0.11773,0.02257,0.03752,0.00130,0.00179,0.74373,0.09850,0.11432,0.00959,24.17885,9.06480
random_forest_topology_planner,actuator_limit_chain,8,6,0.00000,0.00000,0.43401,0.06586,0.69850,0.08060,0.24420,0.05040,0.17882,0.01963,0.23872,0.05610,0.83463,0.06179,0.72135,0.04941,0.04644,0.04713,0.06076,0.05289,0.75694,0.06776,0.00911,0.00480,0.34271,0.13583,0.09700,0.03763,14.55398,4.04343
random_forest_topology_planner,combined_extreme_stress,8,6,0.00000,0.00000,0.57114,0.07283,0.84433,0.03786,0.63793,0.03504,0.07856,0.01147,0.51432,0.05053,0.93750,0.05978,0.23351,0.05470,0.02127,0.03691,0.01910,0.03743,0.16102,0.04266,0.00694,0.00407,0.09473,0.07780,0.05883,0.03630,32.00283,5.92667
random_forest_topology_planner,combined_stress,8,6,0.08333,0.08731,0.40822,0.05302,0.72876,0.04319,0.34628,0.08857,0.17517,0.02361,0.24011,0.06492,0.67461,0.11960,0.33594,0.07802,0.29245,0.10631,0.27170,0.09958,0.28403,0.07148,0.00998,0.00489,0.59521,0.09989,0.10006,0.02125,16.27388,1.74629
random_forest_topology_planner,contact_chain_transfer,8,6,0.04167,0.05346,0.25588,0.06804,0.95773,0.01361,0.16700,0.07721,0.14139,0.02218,0.13489,0.08391,0.73568,0.11785,0.00000,0.00000,0.25712,0.11584,0.23698,0.10646,0.00000,0.00000,0.00738,0.00326,0.38343,0.10955,0.07885,0.02336,12.99850,2.93679
random_forest_topology_planner,contact_sensor_noise_burst,8,6,0.20833,0.08167,0.57729,0.02037,0.88232,0.02208,0.30211,0.04937,0.18580,0.01315,0.23698,0.04272,0.30986,0.07714,0.03169,0.04078,0.70746,0.08356,0.64193,0.07929,0.03125,0.04067,0.00434,0.00170,0.76241,0.03422,0.06493,0.01825,11.73571,0.71794
random_forest_topology_planner,delayed_topology_transition,8,6,0.00000,0.00000,0.16677,0.05308,0.81105,0.08180,0.11216,0.03321,0.23117,0.01338,0.09288,0.04321,0.97917,0.04083,0.79470,0.03295,0.00260,0.00280,0.00130,0.00255,0.91840,0.03550,0.00260,0.00213,0.08908,0.07240,0.05507,0.03001,7.90768,0.69813
random_forest_topology_planner,distractor_contact,8,6,0.08333,0.08731,0.74243,0.07413,0.94926,0.01089,0.57682,0.14734,0.10172,0.03733,0.56017,0.15294,0.59657,0.18015,0.00000,0.00000,0.37733,0.16377,0.34567,0.15004,0.00911,0.00406,0.00130,0.00179,0.34566,0.13988,0.12278,0.04580,13.29176,3.60429
random_forest_topology_planner,fixture_near_wall_jam,8,6,0.00000,0.00000,0.85894,0.04022,0.96224,0.03209,0.89685,0.04375,0.01850,0.00517,0.85807,0.03969,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00434,0.00249,0.00000,0.00000,0.03421,0.00330,41.88947,11.34296
random_forest_topology_planner,fixture_topology_shift,8,6,0.00000,0.00000,0.43630,0.09716,0.82364,0.05984,0.48160,0.07280,0.10357,0.01763,0.37674,0.09795,0.97917,0.04083,0.33941,0.09725,0.00477,0.00339,0.00174,0.00257,0.25304,0.08417,0.00347,0.00223,0.10168,0.06199,0.04955,0.02101,27.41674,3.56948
random_forest_topology_planner,friction_mass_shift,8,6,0.20833,0.08167,0.32921,0.04043,0.92795,0.01140,0.14152,0.02693,0.17736,0.00837,0.09757,0.02775,0.47157,0.05283,0.00000,0.00000,0.50842,0.04754,0.45894,0.03967,0.00000,0.00000,0.00694,0.00223,0.69944,0.06582,0.08419,0.02276,11.63288,0.23741
random_forest_topology_planner,nominal_push_to_pocket,8,6,0.25000,0.08730,0.51345,0.01371,0.91805,0.01078,0.08462,0.03740,0.22745,0.00944,0.05747,0.03484,0.03545,0.03734,0.00000,0.00000,0.92483,0.04119,0.84201,0.04197,0.00043,0.00085,0.00043,0.00085,0.80783,0.01408,0.01785,0.00429,13.07816,3.76192
random_forest_topology_planner,pocket_relocation,8,6,0.14584,0.07402,0.54309,0.03354,0.92778,0.00891,0.12750,0.06988,0.21630,0.02269,0.10425,0.06478,0.10459,0.11227,0.01693,0.03318,0.88906,0.08254,0.80078,0.11439,0.02040,0.03805,0.00261,0.00334,0.74938,0.09720,0.11679,0.00765,14.73918,4.52760
risk_averse_graph_planner,actuator_limit_chain,8,6,0.02083,0.04083,0.36606,0.08695,0.30726,0.06305,0.67358,0.06784,0.15469,0.01529,0.27512,0.08282,0.75000,0.10693,0.42491,0.13807,0.02599,0.03280,0.03400,0.03415,0.34245,0.10093,0.01432,0.00373,0.36434,0.14054,0.14774,0.02929,26.93753,7.95228
risk_averse_graph_planner,combined_extreme_stress,8,6,0.00000,0.00000,0.40616,0.10894,0.34996,0.08659,0.91340,0.02487,0.13878,0.02297,0.31293,0.08599,0.62500,0.11955,0.00000,0.00000,0.01562,0.00772,0.02214,0.02340,0.03082,0.00733,0.02344,0.00510,0.40240,0.09969,0.13673,0.03297,44.89970,8.67404
risk_averse_graph_planner,combined_stress,8,6,0.06250,0.05978,0.36755,0.13544,0.34792,0.13635,0.71328,0.12766,0.15500,0.02241,0.23819,0.04589,0.56250,0.17393,0.16580,0.07779,0.18516,0.10856,0.17778,0.10448,0.12370,0.07386,0.02040,0.01087,0.54288,0.08822,0.15865,0.04550,35.88284,9.72638
risk_averse_graph_planner,contact_chain_transfer,8,6,0.04167,0.05346,0.48105,0.09264,0.48223,0.09090,0.84353,0.04886,0.10070,0.01836,0.36450,0.07461,0.72917,0.12250,0.00000,0.00000,0.14847,0.06553,0.13140,0.05868,0.00217,0.00286,0.01736,0.00561,0.47840,0.06059,0.13486,0.02530,34.80051,6.85217
risk_averse_graph_planner,contact_sensor_noise_burst,8,6,0.27083,0.12250,0.53028,0.08778,0.55887,0.09154,0.52738,0.08593,0.15949,0.00901,0.14488,0.02291,0.18750,0.09638,0.00000,0.00000,0.56389,0.10119,0.50026,0.10259,0.00712,0.00924,0.00651,0.00300,0.69357,0.08152,0.08293,0.02789,29.04807,3.48290
risk_averse_graph_planner,delayed_topology_transition,8,6,0.00000,0.00000,0.09560,0.01850,0.08113,0.01161,0.90143,0.03400,0.18164,0.01212,0.12066,0.03915,0.20833,0.10237,0.02344,0.03380,0.01649,0.00542,0.02344,0.03271,0.07205,0.01127,0.01823,0.00358,0.47067,0.06426,0.14962,0.02334,26.18860,5.68383
risk_averse_graph_planner,distractor_contact,8,6,0.00000,0.00000,0.25022,0.06790,0.25200,0.06823,0.82148,0.05274,0.17339,0.01577,0.15495,0.04944,0.12900,0.08161,0.00000,0.00000,0.15061,0.06325,0.13195,0.06373,0.01519,0.00497,0.01259,0.00425,0.25641,0.08899,0.18637,0.04053,36.59805,6.00163
risk_averse_graph_planner,fixture_near_wall_jam,8,6,0.00000,0.00000,0.28900,0.07602,0.26641,0.06592,0.87179,0.02383,0.18191,0.02840,0.22656,0.05826,0.18750,0.11446,0.01562,0.03062,0.02517,0.01127,0.03212,0.01636,0.02517,0.01353,0.01259,0.00833,0.30445,0.05945,0.17590,0.04074,39.32311,7.98794
risk_averse_graph_planner,fixture_topology_shift,8,6,0.00000,0.00000,0.61014,0.04270,0.44835,0.05597,0.84637,0.07883,0.11692,0.01475,0.47613,0.08109,0.75000,0.13804,0.18750,0.08087,0.03776,0.03801,0.05859,0.05883,0.12673,0.05175,0.01128,0.00758,0.26878,0.09566,0.07809,0.01535,36.09385,5.29871
risk_averse_graph_planner,friction_mass_shift,8,6,0.14583,0.09638,0.38128,0.12102,0.38397,0.12576,0.75423,0.08500,0.14767,0.01275,0.21956,0.08246,0.22917,0.05977,0.00000,0.00000,0.27448,0.09598,0.23711,0.09297,0.00173,0.00182,0.00912,0.00179,0.64127,0.05399,0.15461,0.02320,27.90315,9.26169
risk_averse_graph_planner,nominal_push_to_pocket,8,6,0.27083,0.10581,0.50871,0.09250,0.57195,0.10617,0.53647,0.09874,0.16621,0.01755,0.14751,0.03027,0.01489,0.01481,0.00000,0.00000,0.55750,0.10965,0.48039,0.10490,0.00043,0.00085,0.00477,0.00313,0.70617,0.05204,0.09033,0.01484,34.81990,8.63054
risk_averse_graph_planner,pocket_relocation,8,6,0.18750,0.14395,0.51295,0.10400,0.57164,0.12298,0.46474,0.08668,0.16154,0.01614,0.16414,0.02980,0.03251,0.02171,0.01736,0.03403,0.56174,0.12412,0.51854,0.12157,0.01259,0.01317,0.01259,0.00692,0.71257,0.06213,0.19529,0.05960,32.72962,9.80253
robust_contact_mpc,actuator_limit_chain,8,6,0.00000,0.00000,0.83358,0.04605,0.55476,0.12053,0.89772,0.03635,0.08822,0.02931,0.47917,0.13884,0.77083,0.10581,0.70573,0.06660,0.04688,0.04701,0.06033,0.05312,0.74002,0.08434,0.00911,0.00362,0.34071,0.13826,0.09176,0.02918,12.65706,1.33911
robust_contact_mpc,combined_extreme_stress,8,6,0.00000,0.00000,0.59327,0.07117,0.23954,0.08160,0.86804,0.03043,0.18218,0.04114,0.15017,0.08338,0.56250,0.17393,0.23090,0.06578,0.01997,0.03723,0.02040,0.03808,0.16102,0.04785,0.00521,0.00288,0.06550,0.05451,0.05203,0.02977,33.70376,6.69643
robust_contact_mpc,combined_stress,8,6,0.08333,0.08731,0.83269,0.02933,0.65681,0.07473,0.85794,0.05098,0.08131,0.01539,0.53932,0.08380,0.64583,0.13005,0.34549,0.08678,0.29028,0.10760,0.27170,0.09923,0.29271,0.07529,0.00825,0.00314,0.56950,0.12219,0.10603,0.02379,16.46866,2.03138
robust_contact_mpc,contact_chain_transfer,8,6,0.04167,0.05346,0.95734,0.01573,0.93247,0.01597,0.95631,0.04868,0.01403,0.00773,0.88819,0.06200,0.72917,0.12250,0.00000,0.00000,0.25712,0.11584,0.23698,0.10646,0.00000,0.00000,0.00651,0.00271,0.38137,0.10933,0.08257,0.02777,11.48976,0.29009
robust_contact_mpc,contact_sensor_noise_burst,8,6,0.22917,0.08593,0.93018,0.01879,0.78522,0.07612,0.98006,0.01078,0.03303,0.01148,0.75625,0.08555,0.22917,0.08593,0.03169,0.04078,0.72621,0.08244,0.65799,0.07785,0.03125,0.04067,0.00564,0.00286,0.76689,0.02678,0.05212,0.01780,11.70292,0.74696
robust_contact_mpc,delayed_topology_transition,8,6,0.00000,0.00000,0.86409,0.02507,0.53458,0.10500,0.99233,0.00447,0.08464,0.01792,0.53298,0.10649,0.91250,0.08549,0.81163,0.00213,0.02083,0.03892,0.00130,0.00255,0.93663,0.00213,0.00217,0.00179,0.07402,0.05999,0.05333,0.02368,7.62194,0.40349
robust_contact_mpc,distractor_contact,8,6,0.06250,0.05978,0.87578,0.04459,0.74608,0.12462,0.91751,0.06958,0.04598,0.01739,0.67127,0.12506,0.12500,0.08167,0.00000,0.00000,0.37700,0.16366,0.34592,0.15011,0.00911,0.00480,0.00043,0.00085,0.34164,0.13818,0.12245,0.04219,11.62169,0.34596
robust_contact_mpc,fixture_near_wall_jam,8,6,0.00000,0.00000,0.95023,0.02041,0.96094,0.01471,0.98293,0.00839,0.00705,0.00277,0.94358,0.02215,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00564,0.00314,0.00000,0.00000,0.03421,0.00330,47.58806,13.98558
robust_contact_mpc,fixture_topology_shift,8,6,0.00000,0.00000,0.66704,0.05772,0.36642,0.10075,0.86965,0.03601,0.16976,0.04194,0.27040,0.09835,0.72917,0.12250,0.32812,0.09066,0.00347,0.00223,0.00087,0.00111,0.24479,0.08348,0.00434,0.00308,0.08055,0.04311,0.04925,0.02229,27.46680,3.58716
robust_contact_mpc,friction_mass_shift,8,6,0.20833,0.08167,0.93002,0.02162,0.85479,0.05901,0.92303,0.05252,0.02857,0.01364,0.77465,0.10630,0.45833,0.05346,0.00000,0.00000,0.50885,0.04735,0.45807,0.04010,0.00043,0.00085,0.00781,0.00309,0.71611,0.06958,0.09174,0.02397,11.61888,0.24201
robust_contact_mpc,nominal_push_to_pocket,8,6,0.25000,0.08730,0.96076,0.03601,0.95000,0.03490,0.99826,0.00257,0.00829,0.00802,0.94844,0.03547,0.02083,0.04083,0.00000,0.00000,0.92483,0.04119,0.84201,0.04197,0.00043,0.00085,0.00000,0.00000,0.80641,0.01684,0.01886,0.00572,13.07804,3.76290
robust_contact_mpc,pocket_relocation,8,6,0.14584,0.07402,0.94331,0.02897,0.90463,0.05184,0.97729,0.03436,0.01671,0.00832,0.89019,0.05673,0.01667,0.03267,0.01693,0.03318,0.89036,0.08301,0.80121,0.11459,0.02040,0.03805,0.00130,0.00179,0.74938,0.09720,0.11327,0.00961,14.89747,4.71137
state_only_dynamics_model,actuator_limit_chain,8,6,0.02083,0.04083,0.91670,0.02407,0.81163,0.06375,0.90211,0.04173,0.04363,0.01396,0.75486,0.07754,0.83333,0.08730,0.70356,0.04268,0.06779,0.05188,0.07595,0.05333,0.73481,0.05435,0.00955,0.00381,0.35750,0.13299,0.08367,0.03169,12.75232,1.51234
state_only_dynamics_model,combined_extreme_stress,8,6,0.00000,0.00000,0.70583,0.04120,0.36671,0.05288,0.88245,0.03311,0.13129,0.02660,0.26779,0.07763,0.70833,0.13455,0.25347,0.05435,0.02040,0.03711,0.01866,0.03658,0.18272,0.04250,0.00694,0.00617,0.08103,0.06954,0.05948,0.02938,33.38711,5.83773
state_only_dynamics_model,combined_stress,8,6,0.08333,0.08731,0.89124,0.01772,0.69803,0.06178,0.89196,0.03862,0.06042,0.00963,0.76945,0.06006,0.66667,0.12347,0.31901,0.09017,0.31155,0.11522,0.28863,0.10879,0.26927,0.07648,0.00911,0.00362,0.60495,0.08654,0.11090,0.02811,16.14139,2.00395
state_only_dynamics_model,contact_chain_transfer,8,6,0.04167,0.05346,0.98698,0.00669,0.96369,0.03644,0.99248,0.00271,0.00679,0.00489,0.97830,0.00526,0.72917,0.12250,0.00000,0.00000,0.25755,0.11531,0.23698,0.10646,0.00000,0.00000,0.00781,0.00358,0.39520,0.09899,0.08156,0.02007,11.48171,0.29670
state_only_dynamics_model,contact_sensor_noise_burst,8,6,0.20833,0.08167,0.94383,0.01664,0.76221,0.11038,0.98076,0.01854,0.03885,0.01370,0.93220,0.04719,0.22917,0.10581,0.04427,0.05886,0.72613,0.10208,0.66059,0.09883,0.03863,0.04820,0.00564,0.00286,0.76616,0.03626,0.04885,0.01035,12.06033,1.38470
state_only_dynamics_model,delayed_topology_transition,8,6,0.00000,0.00000,0.99307,0.00296,0.98423,0.00457,0.99523,0.00444,0.00325,0.00143,0.97830,0.00889,0.95348,0.08086,0.81207,0.00154,0.02083,0.03892,0.00130,0.00255,0.93707,0.00154,0.00173,0.00129,0.06039,0.04531,0.04038,0.01849,7.64494,0.41606
state_only_dynamics_model,distractor_contact,8,6,0.06250,0.05978,0.92481,0.03409,0.80143,0.10088,0.98959,0.00386,0.02887,0.01305,0.80547,0.09784,0.35417,0.07402,0.00000,0.00000,0.37700,0.16366,0.34592,0.15011,0.00911,0.00406,0.00087,0.00170,0.34157,0.13816,0.11956,0.04354,11.63831,0.33739
state_only_dynamics_model,fixture_near_wall_jam,8,6,0.00000,0.00000,0.95486,0.01923,0.96918,0.01276,0.97902,0.01269,0.00662,0.00301,0.95399,0.01898,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00781,0.00510,0.00000,0.00000,0.03421,0.00330,44.32783,15.33970
state_only_dynamics_model,fixture_topology_shift,8,6,0.00000,0.00000,0.73839,0.03432,0.45601,0.10506,0.87873,0.03567,0.12082,0.02071,0.31988,0.10651,0.81250,0.07402,0.32596,0.09432,0.00304,0.00201,0.00087,0.00111,0.24522,0.08418,0.00347,0.00257,0.08039,0.04316,0.04295,0.01932,28.19918,4.04812
state_only_dynamics_model,friction_mass_shift,8,6,0.20833,0.08167,0.97276,0.00889,0.90929,0.04679,0.99147,0.00250,0.01397,0.00575,0.94757,0.01688,0.45833,0.05346,0.00000,0.00000,0.50842,0.04754,0.45851,0.03983,0.00043,0.00085,0.00825,0.00313,0.70180,0.06836,0.08441,0.02278,11.63306,0.23982
state_only_dynamics_model,nominal_push_to_pocket,8,6,0.25000,0.08730,0.88202,0.01728,0.31260,0.09669,0.99740,0.00249,0.08965,0.01170,0.98342,0.02216,0.02083,0.04083,0.00000,0.00000,0.92483,0.04119,0.84201,0.04197,0.00087,0.00170,0.00000,0.00000,0.80393,0.02169,0.01707,0.00331,11.22338,0.14675
state_only_dynamics_model,pocket_relocation,8,6,0.14584,0.07402,0.94958,0.01865,0.76982,0.12884,0.97246,0.03376,0.03551,0.01668,0.95955,0.03534,0.07917,0.11578,0.01693,0.03318,0.89036,0.08301,0.80121,0.11459,0.02040,0.03805,0.00087,0.00111,0.74938,0.09720,0.11294,0.00953,14.83563,4.63908
topology_no_memory_ablation,actuator_limit_chain,8,6,0.02083,0.04083,0.61828,0.04981,0.48254,0.14562,0.33815,0.09220,0.16354,0.02571,0.43967,0.11873,0.81607,0.11503,0.70530,0.06676,0.04636,0.04500,0.05816,0.05159,0.73524,0.08447,0.00955,0.00381,0.34412,0.12798,0.08939,0.03281,13.44096,1.44803
topology_no_memory_ablation,combined_extreme_stress,8,6,0.00000,0.00000,0.72604,0.06536,0.53153,0.06441,0.91205,0.06241,0.08279,0.01799,0.49783,0.08587,0.43876,0.05861,0.23481,0.07806,0.02387,0.03722,0.01866,0.03658,0.15582,0.04633,0.01259,0.00497,0.22151,0.09726,0.11073,0.02328,33.02611,2.48582
topology_no_memory_ablation,combined_stress,8,6,0.08333,0.08731,0.75102,0.05669,0.61616,0.09379,0.63267,0.10870,0.11456,0.02315,0.44323,0.09659,0.69955,0.13778,0.33464,0.10031,0.25121,0.09275,0.23177,0.08598,0.26797,0.09021,0.01042,0.00340,0.56449,0.09738,0.11023,0.02993,19.55940,3.89833
topology_no_memory_ablation,contact_chain_transfer,8,6,0.04167,0.05346,0.89794,0.02215,0.89146,0.02569,0.78157,0.10486,0.04900,0.01334,0.68429,0.08306,0.73039,0.12126,0.00000,0.00000,0.23758,0.11729,0.21918,0.10873,0.00000,0.00000,0.00651,0.00271,0.36544,0.11438,0.08203,0.02571,12.70631,2.34593
topology_no_memory_ablation,contact_sensor_noise_burst,8,6,0.27083,0.10581,0.65940,0.04299,0.52241,0.08205,0.44952,0.04690,0.17189,0.01465,0.44248,0.09424,0.38943,0.12513,0.03169,0.04078,0.62218,0.07110,0.55616,0.07130,0.03125,0.03977,0.00390,0.00238,0.74016,0.03864,0.06419,0.02076,14.52459,3.66777
topology_no_memory_ablation,delayed_topology_transition,8,6,0.00000,0.00000,0.50816,0.04023,0.18572,0.06221,0.19868,0.03328,0.22238,0.01359,0.75868,0.06037,0.26736,0.12171,0.81120,0.00286,0.02083,0.03892,0.00130,0.00255,0.87196,0.03977,0.00347,0.00182,0.09983,0.05829,0.05219,0.01831,9.41353,1.48659
topology_no_memory_ablation,distractor_contact,8,6,0.10417,0.08593,0.83186,0.06257,0.76132,0.09457,0.71115,0.11024,0.08171,0.02865,0.54749,0.13128,0.22275,0.09290,0.00000,0.00000,0.31140,0.13646,0.28046,0.12225,0.00998,0.00416,0.00087,0.00170,0.32043,0.12788,0.13226,0.03751,14.98467,3.35875
topology_no_memory_ablation,fixture_near_wall_jam,8,6,0.00000,0.00000,0.66705,0.12888,0.59342,0.11488,0.96412,0.01592,0.07042,0.02389,0.56467,0.12474,0.81250,0.11446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00911,0.00602,0.00000,0.00000,0.03421,0.00330,46.29109,13.96688
